1,2,3,4,5,6,7,8,9,10,11,12,Spring (Oct-Dec),Summer (Jan-Mar),Winter (Apr-Sep)
1.9884771408821542,1.5791059421881626,0.4380807584921164,0.0008405500860043868,0.0,0.0,0.0,0.0,6.029458349119816e-17,3.5489258915021745e-05,0.17329085563413887,1.0139621706535271,1.187288515546581,4.005663841562433,0.0008405500860044471
1.9884771408821542,1.5791059421881624,0.4380807584921164,0.0008405500860043864,0.0,0.0,0.0,0.0,6.029458349119815e-17,3.5489258915021616e-05,0.17329085563413885,1.0139621706535271,1.187288515546581,4.005663841562433,0.0008405500860044466
1.9884771408821538,1.5791059421881624,0.43808075849211636,0.0008405500860043858,0.0,0.0,0.0,0.0,6.029458349119815e-17,3.548925891502151e-05,0.17329085563413885,1.013962170653527,1.1872885155465807,4.005663841562432,0.0008405500860044461
1.9884771408821535,1.5791059421881621,0.43808075849211636,0.0008405500860043854,0.0,0.0,0.0,0.0,6.029458349119813e-17,3.5489258915021406e-05,0.17329085563413885,1.013962170653527,1.1872885155465807,4.005663841562432,0.0008405500860044457
1.9884771408821538,1.5791059421881624,0.43808075849211636,0.0008405500860043854,0.0,0.0,0.0,0.0,6.029458349119815e-17,3.548925891502132e-05,0.17329085563413885,1.0139621706535271,1.187288515546581,4.005663841562432,0.0008405500860044457
1.9884771408821544,1.5791059421881626,0.4380807584921165,0.0008405500860043857,0.0,0.0,0.0,0.0,6.029458349119816e-17,3.548925891502133e-05,0.1732908556341389,1.0139621706535273,1.1872885155465813,4.005663841562433,0.000840550086004446
1.9884771408821542,1.5791059421881624,0.4380807584921164,0.0008405500860043857,0.0,0.0,0.0,0.0,6.029458349119815e-17,3.5489258915021325e-05,0.17329085563413887,1.0139621706535273,1.1872885155465813,4.005663841562433,0.000840550086004446
1.9884771408821533,1.579105942188162,0.4380807584921163,0.0008405500860043855,0.0,0.0,0.0,0.0,6.029458349119813e-17,3.548925891502131e-05,0.17329085563413885,1.0139621706535271,1.187288515546581,4.0056638415624315,0.0008405500860044458
1.9884771408821529,1.5791059421881612,0.4380807584921162,0.0008405500860043854,0.0,0.0,0.0,0.0,6.029458349119812e-17,3.5489258915021305e-05,0.1732908556341388,1.013962170653527,1.1872885155465807,4.005663841562431,0.0008405500860044457
1.9884771408821529,1.579105942188161,0.43808075849211614,0.0008405500860043857,0.0,0.0,0.0,0.0,6.029458349119812e-17,3.548925891502133e-05,0.1732908556341388,1.013962170653527,1.1872885155465807,4.005663841562431,0.000840550086004446
1.9884771408821527,1.579105942188161,0.4380807584921161,0.0008405500860043859,0.0,0.0,0.0,0.0,6.029458349119812e-17,3.5489258915021366e-05,0.1732908556341388,1.013962170653527,1.1872885155465807,4.00566384156243,0.0008405500860044462
1.9884771408821529,1.579105942188161,0.43808075849211614,0.0008405500860043863,0.0,0.0,0.0,0.0,6.029458349119812e-17,3.5489258915021386e-05,0.17329085563413885,1.0139621706535271,1.187288515546581,4.005663841562431,0.0008405500860044465
1.9884771408821524,1.5791059421881606,0.43808075849211603,0.0008405500860043865,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.5489258915021406e-05,0.1732908556341388,1.013962170653527,1.1872885155465807,4.005663841562429,0.0008405500860044467
1.9884771408821522,1.5791059421881606,0.4380807584921159,0.0008405500860043866,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502142e-05,0.17329085563413876,1.0139621706535267,1.1872885155465804,4.005663841562429,0.0008405500860044469
1.9884771408821524,1.5791059421881606,0.43808075849211603,0.0008405500860043869,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502145e-05,0.17329085563413876,1.013962170653527,1.1872885155465807,4.005663841562429,0.0008405500860044472
1.9884771408821522,1.5791059421881606,0.4380807584921159,0.000840550086004387,0.0,0.0,0.0,0.0,6.02945834911981e-17,3.5489258915021474e-05,0.17329085563413876,1.0139621706535267,1.1872885155465804,4.005663841562429,0.0008405500860044473
1.9884771408821524,1.5791059421881606,0.43808075849211603,0.000840550086004387,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502142e-05,0.1732908556341388,1.013962170653527,1.1872885155465807,4.005663841562429,0.0008405500860044473
1.9884771408821527,1.5791059421881606,0.4380807584921161,0.0008405500860043872,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502137e-05,0.17329085563413885,1.013962170653527,1.1872885155465807,4.00566384156243,0.0008405500860044475
1.9884771408821522,1.5791059421881601,0.4380807584921159,0.000840550086004387,0.0,0.0,0.0,0.0,6.02945834911981e-17,3.5489258915021366e-05,0.1732908556341388,1.0139621706535267,1.1872885155465804,4.005663841562428,0.0008405500860044473
1.9884771408821524,1.5791059421881604,0.43808075849211603,0.0008405500860043873,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502137e-05,0.17329085563413885,1.013962170653527,1.1872885155465807,4.005663841562429,0.0008405500860044476
1.9884771408821524,1.5791059421881604,0.43808075849211603,0.0008405500860043876,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502137e-05,0.17329085563413885,1.013962170653527,1.1872885155465807,4.005663841562429,0.0008405500860044478
1.9884771408821527,1.5791059421881604,0.4380807584921161,0.0008405500860043878,0.0,0.0,0.0,0.0,6.029458349119811e-17,3.548925891502137e-05,0.17329085563413887,1.013962170653527,1.1872885155465809,4.00566384156243,0.000840550086004448
