melt_off_glacier,melt_on_glacier,liq_prcp_off_glacier,liq_prcp_on_glacier
1.0538934136438556e-15,5.040314265986899,1.2343626621697148e-16,0.15347864120811153
1.7249754309351267e-15,5.040314265986898,1.1778436195628952e-16,0.1534786412081115
1.697129971147113e-15,5.040314265986899,1.064720766085406e-16,0.15347864120811155
1.7351759695165735e-15,5.040314265986899,1.0651261312253189e-16,0.15347864120811153
1.6581756809040587e-15,5.040314265986898,1.0193890921400586e-16,0.15347864120811155
1.6307264300330419e-15,5.040314265986885,9.241135957821196e-17,0.15347864120811155
1.542261391682047e-15,5.040314265986912,8.216358228949135e-17,0.15347864120811155
1.5300604320798436e-15,5.040314265986925,7.897351607765376e-17,0.15347864120811155
1.6024110603045245e-15,5.040314265986925,8.866617959568866e-17,0.15347864120811153
1.815976867255273e-15,5.040314265986925,9.628210335433445e-17,0.15347864120811155
1.8796581482865056e-15,5.040314265986897,9.598316808946752e-17,0.15347864120811155
1.9415716654450203e-15,5.040314265986912,9.065584934792006e-17,0.15347864120811158
1.9822423882996226e-15,5.040314265986884,9.502427114141944e-17,0.15347864120811155
2.054753227794019e-15,5.0403142659868845,9.016300704088444e-17,0.15347864120811158
2.0799761029866785e-15,5.040314265986938,9.048580591695625e-17,0.15347864120811155
2.239124828295687e-15,5.040314265986897,1.0401818132157554e-16,0.15347864120811155
2.4571647458126693e-15,5.040314265986897,1.178566152315342e-16,0.15347864120811153
2.577790024482189e-15,5.040314265986897,1.2707875344219563e-16,0.15347864120811153
2.7120685596296402e-15,5.040314265986897,1.3709292284824269e-16,0.15347864120811155
2.848129782726495e-15,5.04031426598691,1.5956365757353828e-16,0.15347864120811153
3.1456340023784632e-15,5.040314265986938,1.74066866855775e-16,0.15347864120811153
3.3475020567553753e-15,5.040314265986896,1.9626080530969408e-16,0.1534786412081115
3.476286732589138e-15,5.04031426598687,2.0559332117638616e-16,0.1534786412081115
3.49142584590624e-15,5.040314265986871,2.046267713196786e-16,0.15347864120811147
3.3363353042847944e-15,5.040314265986898,2.0412221858702705e-16,0.15347864120811147
3.267478550936132e-15,5.040314265986897,1.9678195387657604e-16,0.1534786412081115
3.1865196760544743e-15,5.040314265986909,2.0204348136945882e-16,0.1534786412081115
3.2167496566630597e-15,5.04031426598687,2.0460054719045834e-16,0.1534786412081115
3.0317835436380402e-15,5.040314265986883,1.908006411434732e-16,0.1534786412081115
3.0087779309653977e-15,5.040314265986909,1.9131847506350976e-16,0.1534786412081115
3.0129883106653174e-15,5.040314265986884,1.947127112898347e-16,0.1534786412081115
2.9787586184905113e-15,5.040314265986923,1.9012323608617625e-16,0.1534786412081115
3.0380440834658296e-15,5.040314265986909,1.8683001372010897e-16,0.1534786412081115
2.9780192711678494e-15,5.040314265986857,1.8326219251658584e-16,0.1534786412081115
2.8735428461867525e-15,5.040314265986923,1.7826779385713023e-16,0.1534786412081115
2.9105589534993076e-15,5.040314265986896,1.8524335948870993e-16,0.1534786412081115
2.9598011985622322e-15,5.040314265986898,1.8802174120615238e-16,0.1534786412081115
2.957232146035849e-15,5.040314265986897,1.8096517818351237e-16,0.15347864120811153
3.022670320006003e-15,5.040314265986897,1.9513922535697425e-16,0.1534786412081115
3.0689226071216407e-15,5.040314265986896,1.9195843495300078e-16,0.1534786412081115
3.012299768102752e-15,5.040314265986896,1.8845022941611784e-16,0.15347864120811153
3.004724884840991e-15,5.040314265986897,1.906348532750567e-16,0.1534786412081115
3.014645790725717e-15,5.040314265986884,1.873971813404015e-16,0.1534786412081115
2.9665115625850474e-15,5.040314265986909,1.856613495974434e-16,0.1534786412081115
2.9100132071186697e-15,5.040314265986869,1.8372664000258124e-16,0.1534786412081115
2.9598989744167845e-15,5.040314265986909,1.799228885612574e-16,0.15347864120811153
2.898835943428281e-15,5.040314265986923,1.8420653224638422e-16,0.1534786412081115
3.0426452202729766e-15,5.040314265986884,1.900976362981567e-16,0.1534786412081115
3.064654652678337e-15,5.040314265986896,1.929189774627497e-16,0.1534786412081115
3.0558550890219742e-15,5.040314265986896,1.94815045758965e-16,0.1534786412081115
3.032649374911722e-15,5.040314265986884,1.9255056290818105e-16,0.1534786412081115
3.0556913212989343e-15,5.075723801617822,1.9129298909552473e-16,0.1546880868869631
0.00013665958072279724,5.11064935491164,1.6665467662761883e-05,0.15589593634350943
0.0006070837179006786,5.144949003682952,5.177493909714152e-05,0.15710136331045207
0.001404417440545925,5.178567949652592,0.00010697845964337847,0.1582992982532842
